14.08.2018                                                 Dynamic List Display                                                         1
-----------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------
| Site|Del. Date |Site Description              |PO No's|Del  No's|HU  No's|        PO Qty|  Org OB Del|  OB Del Qty|    GI Qty|  GR Qty|
| GH02|26.01.2018|Summerfields Boskruin         |     3 |      10 |     24 |        1,968 |      1,766 |      1,760 |    1,760 |      0 |
| GH06|26.01.2018|Standerton CBD                |     6 |       7 |     31 |        1,877 |      1,631 |      1,626 |    1,626 |      0 |
| GH10|26.01.2018|Vanderbijl Park               |     4 |      27 |     62 |        2,556 |      2,253 |      2,248 |    2,248 |      0 |
| GL01|26.01.2018|Maseru                        |     1 |       3 |      3 |          290 |        208 |        207 |      207 |      0 |
| GM38|26.01.2018|Bloemgate                     |     5 |       7 |     15 |          985 |        881 |        875 |      875 |      0 |
| GO08|26.01.2018|O'Reilly Merry                |     3 |       1 |      1 |           16 |         13 |         13 |       13 |      0 |
| GO09|26.01.2018|Sujee Motors                  |     1 |       1 |      0 |            1 |          1 |          1 |        1 |      0 |
| GO12|26.01.2018|Bergbron                      |     2 |       1 |      2 |            6 |          6 |          6 |        6 |      0 |
| GO14|26.01.2018|Sunnyrock                     |     2 |       1 |      6 |          212 |        177 |        177 |      177 |      0 |
| GO18|26.01.2018|Bedfordview                   |     1 |       1 |      2 |           15 |         10 |         10 |       10 |      0 |
| GO20|26.01.2018|Maponya                       |     1 |       1 |      1 |           32 |         26 |         26 |       26 |      0 |
| GO30|26.01.2018|Randhart                      |     1 |       1 |      2 |           75 |         70 |         70 |       70 |      0 |
| GO32|26.01.2018|Kiasha Park                   |     1 |       1 |      1 |           30 |         30 |         30 |       30 |      0 |
| GO44|26.01.2018|Maxwell Drive                 |     4 |       1 |      5 |           67 |         55 |         55 |       55 |      0 |
| GO47|26.01.2018|Grayston                      |     4 |       3 |      8 |          306 |        280 |        278 |      278 |      0 |
| GO49|26.01.2018|Kliprivier                    |     3 |       1 |      2 |           59 |         46 |         46 |       46 |      0 |
| GO50|26.01.2018|Boulders                      |     2 |       1 |      4 |           84 |         69 |         69 |       69 |      0 |
| GO53|26.01.2018|Kensington                    |     1 |       1 |      1 |            1 |          1 |          1 |        1 |      0 |
| GO61|26.01.2018|Lambton                       |     6 |       1 |      6 |          178 |        159 |        159 |      159 |      0 |
| GS11|26.01.2018|Market Mario's                |     1 |       4 |      8 |          310 |        255 |        253 |      253 |      0 |
| GS12|26.01.2018|Market Stallion               |     2 |       1 |      7 |          202 |        164 |        164 |      164 |      0 |
| GS14|26.01.2018|Market  Bra Todd              |     1 |       1 |      1 |            1 |          1 |          1 |        1 |      0 |
| HC01|26.01.2018|Boksburg                      |    15 |      20 |     41 |        2,874 |      2,246 |      2,244 |    2,244 |      0 |
| HC03|26.01.2018|Bloemfontein                  |    13 |      48 |     40 |        3,623 |      2,787 |      2,755 |    2,755 |      0 |
| HC05|26.01.2018|Norwood                       |    14 |      19 |     30 |        3,076 |      2,286 |      2,248 |    2,248 |      0 |
| HC06|26.01.2018|Woodmead                      |    18 |      22 |     25 |        2,194 |      1,569 |      1,560 |    1,560 |      0 |
| HC07|26.01.2018|Steeledale                    |    13 |      10 |     29 |        2,601 |      2,020 |      2,020 |    2,020 |      0 |
| HC10|26.01.2018|Faerie Glen                   |    14 |      59 |     33 |        2,933 |      2,125 |      2,121 |    2,121 |      0 |
| HC11|26.01.2018|Wonderpark                    |    12 |      28 |     23 |        1,984 |      1,525 |      1,499 |    1,499 |      0 |
| HC14|26.01.2018|Northgate                     |     9 |      17 |     16 |        1,249 |        855 |        850 |      850 |      0 |
| HC16|26.01.2018|Princess Crossing             |    13 |      23 |     18 |        2,107 |      1,566 |      1,549 |    1,549 |      0 |
| HC17|26.01.2018|Montana                       |    15 |      16 |     26 |        2,342 |      1,665 |      1,664 |    1,664 |      0 |
| HC18|26.01.2018|Centurion                     |    13 |      14 |     21 |        1,767 |      1,166 |      1,155 |    1,155 |      0 |
| HC19|26.01.2018|Greenstone                    |    15 |      36 |     33 |        2,701 |      2,091 |      2,082 |    2,082 |      0 |
| HC20|26.01.2018|Soweto                        |    10 |      29 |     38 |        3,292 |      2,733 |      2,732 |    2,732 |      0 |
| KF26|26.01.2018|Pongola                       |     8 |       8 |     30 |        1,985 |      1,669 |      1,661 |    1,661 |      0 |
| KT02|26.01.2018|Matsapha                      |     3 |       1 |      3 |          126 |        119 |        119 |      119 |      0 |
| KT03|26.01.2018|Mbabane                       |     3 |       1 |      7 |          368 |        303 |        303 |      303 |      0 |
| KT04|26.01.2018|Manzini                       |     1 |       4 |     10 |          681 |        614 |        610 |      610 |      0 |
| KT05|26.01.2018|Mashayitafula                 |     1 |       2 |     11 |          569 |        524 |        524 |      524 |      0 |
| KT06|26.01.2018|River Stone                   |     1 |       1 |      1 |          108 |         91 |         91 |       91 |      0 |
| NC01|26.01.2018|Lynnwood                      |    13 |      11 |     14 |          645 |        436 |        435 |      435 |      0 |
| NC02|26.01.2018|Gezina                        |    13 |      11 |     19 |          799 |        608 |        607 |      607 |      0 |
| NC04|26.01.2018|Rustenburg                    |    12 |      11 |     13 |          929 |        664 |        662 |      662 |      0 |
| NC05|26.01.2018|Savannah                      |    16 |      14 |     15 |        1,394 |      1,026 |      1,023 |    1,023 |      0 |
| NC07|26.01.2018|Sinoville                     |    14 |      11 |     28 |        1,544 |      1,211 |      1,210 |    1,210 |      0 |
| NC08|26.01.2018|Middelburg                    |    13 |       9 |     13 |          772 |        639 |        639 |      639 |      0 |
| NC13|26.01.2018|Tzaneen                       |    15 |      12 |     33 |        2,550 |      2,223 |      2,220 |    2,220 |      0 |
| NC17|26.01.2018|Waterfall Mall                |    14 |      39 |     23 |        2,099 |      1,738 |      1,692 |    1,692 |      0 |
| NC20|26.01.2018|Hillcrest Boulevard           |    14 |      44 |     25 |        1,352 |      1,143 |      1,094 |    1,094 |      0 |
| NC24|26.01.2018|Woodlands Boulevard           |    13 |      29 |     22 |        1,277 |        784 |        778 |      778 |      0 |
| NC26|26.01.2018|Makhado                       |    15 |      10 |     18 |        1,439 |      1,061 |      1,061 |    1,061 |      0 |
| NC27|26.01.2018|Southdowns                    |    13 |      26 |     16 |          753 |        477 |        475 |      475 |      0 |
| NC28|26.01.2018|Highveld Mall                 |    16 |      58 |     35 |        2,767 |      2,177 |      2,170 |    2,170 |      0 |
| NC29|26.01.2018|Hazeldean Square              |    12 |      36 |     19 |        1,117 |        737 |        734 |      734 |      0 |
| NC37|26.01.2018|Ilanga Mall                   |    15 |      28 |     20 |        1,717 |      1,129 |      1,120 |    1,120 |      0 |
| NC43|26.01.2018|Burgersfort Tubatse Crossing  |    15 |      10 |     22 |        1,446 |      1,288 |      1,288 |    1,288 |      0 |
| NC45|26.01.2018|Moruleng                      |    12 |      11 |     21 |        1,488 |      1,253 |      1,252 |    1,252 |      0 |
| NC46|26.01.2018|Mall at Lebo                  |    15 |       9 |     24 |        1,684 |      1,306 |      1,306 |    1,306 |      0 |
| NC49|26.01.2018|Lephalale                     |    15 |      14 |     19 |        1,608 |      1,209 |      1,198 |    1,198 |      0 |
| NC52|26.01.2018|Jean Avenue - Centurion       |    11 |      12 |     18 |          816 |        463 |        458 |      458 |      0 |
| NC56|26.01.2018|Groblersdal                   |     3 |       4 |     10 |          486 |        264 |        262 |      262 |      0 |
| NC59|26.01.2018|Local Nelspruit Bester Street |     3 |       3 |      9 |          583 |        485 |        484 |      484 |      0 |
| NC63|26.01.2018|Local Barberton               |     3 |       3 |     12 |          924 |        858 |        858 |      858 |      0 |
| NC67|26.01.2018|Menlyn Maine                  |    10 |      10 |      9 |          322 |        174 |        174 |      174 |      0 |
| NC68|26.01.2018|Kwagga Plaza                  |     6 |       7 |      7 |          464 |        300 |        299 |      299 |      0 |
| NC74|26.01.2018|Thavhani Mall                 |    10 |      10 |     13 |          860 |        561 |        561 |      561 |      0 |
| NF03|26.01.2018|Witbank                       |     5 |       6 |     19 |        1,121 |        888 |        886 |      886 |      0 |
| NF04|26.01.2018|Dorandia                      |     6 |      20 |     62 |        3,336 |      3,039 |      3,035 |    3,035 |      0 |
| NF05|26.01.2018|The Reeds                     |     5 |       5 |     27 |        1,248 |      1,149 |      1,144 |    1,144 |      0 |
| NF07|26.01.2018|Brits                         |     6 |      27 |     58 |        4,224 |      3,477 |      3,467 |    3,467 |      0 |
| NF08|26.01.2018|Waverly                       |     6 |      32 |     40 |        2,971 |      2,495 |      2,485 |    2,485 |      0 |
| NF10|26.01.2018|Phalaborwa                    |     4 |       5 |     24 |        1,473 |      1,199 |      1,197 |    1,197 |      0 |
| NF11|26.01.2018|Zeerust                       |     5 |      37 |     69 |        3,516 |      2,921 |      2,851 |    2,851 |      0 |
| NF16|26.01.2018|Lydenburg                     |     5 |       6 |     25 |        2,014 |      1,798 |      1,797 |    1,797 |      0 |
| NF22|26.01.2018|Silverwater Crossing          |     5 |       1 |      5 |          260 |        255 |        255 |      255 |      0 |
| NF23|26.01.2018|Cycad                         |     5 |       6 |     20 |        1,777 |      1,517 |      1,511 |    1,511 |      0 |
| NF25|26.01.2018|Lephalale Square              |     4 |       8 |     29 |        1,911 |      1,541 |      1,539 |    1,539 |      0 |
| NF28|26.01.2018|Equestria Mall                |     2 |      12 |     32 |        1,291 |      1,091 |      1,084 |    1,084 |      0 |
| NF30|26.01.2018|Delmas                        |     5 |      13 |     30 |        2,854 |      2,552 |      2,549 |    2,549 |      0 |
| NF32|26.01.2018|Hoedspruit                    |     5 |      14 |     33 |        2,387 |      2,045 |      2,014 |    2,014 |      0 |
| NF43|26.01.2018|Brits Mall                    |     5 |      15 |     40 |        3,022 |      2,439 |      2,429 |    2,429 |      0 |
| NF46|26.01.2018|Station Square                |     1 |       1 |      0 |            1 |          1 |          1 |        1 |      0 |
| NF47|26.01.2018|Harties                       |     6 |      16 |     34 |        2,537 |      2,089 |      2,077 |    2,077 |      0 |
| NF51|26.01.2018|Thaba Mall                    |     4 |      12 |     32 |        2,840 |      2,471 |      2,464 |    2,464 |      0 |
| NF53|26.01.2018|Magalieskruin                 |     5 |       2 |     13 |          587 |        514 |        514 |      514 |      0 |
| NF55|26.01.2018|The Reeds Liquor              |     5 |       1 |     11 |          363 |        262 |        262 |      262 |      0 |
| NF57|26.01.2018|One on Mutual                 |     5 |       1 |     15 |          452 |        409 |        409 |      409 |      0 |
| NF62|26.01.2018|Wonderboom Plaza              |     1 |       1 |      3 |           84 |         67 |         67 |       67 |      0 |
| NF65|26.01.2018|Ga Rankuwa Mall               |    10 |      18 |     49 |    3,110.104 |      2,735 |      2,666 |    2,666 |      0 |
| NF66|26.01.2018|Steelpoort                    |     4 |       6 |     23 |        1,431 |      1,284 |      1,281 |    1,281 |      0 |
| NG02|26.01.2018|Thohoyandou                   |     3 |      12 |     18 |        1,153 |      1,057 |      1,052 |    1,052 |      0 |
| NG04|26.01.2018|Baden                         |     4 |       5 |     20 |        1,274 |      1,098 |      1,094 |    1,094 |      0 |
| NG08|26.01.2018|Mankweng                      |     1 |       1 |      3 |          180 |        180 |        180 |      180 |      0 |
| NG10|26.01.2018|Malamulele                    |     5 |      14 |     40 |        2,974 |      2,383 |      2,355 |    2,355 |      0 |
| NG11|26.01.2018|Denneboom                     |     4 |       1 |      6 |          432 |        389 |        389 |      389 |      0 |
| NG15|26.01.2018|Giyani                        |     3 |       1 |      9 |          447 |        394 |        391 |      391 |      0 |
| NG19|26.01.2018|Acornhoek                     |     4 |      16 |     39 |        2,822 |      2,508 |      2,505 |    2,505 |      0 |
| NG20|26.01.2018|Jane Furse                    |     3 |       4 |     13 |          971 |        848 |        845 |      845 |      0 |
| NM03|26.01.2018|Moraletta Park                |     5 |      10 |     26 |        1,036 |        903 |        889 |      889 |      0 |
| NM07|26.01.2018|Heuwel Hyper(Close            |     3 |       1 |      2 |           86 |         79 |         79 |       79 |      0 |
| NO08|26.01.2018|Jean Avenue                   |     5 |       1 |     10 |          313 |        300 |        300 |      300 |      0 |
| NO09|26.01.2018|Mahube Valley                 |     5 |       1 |      7 |          187 |        171 |        171 |      171 |      0 |
| NO15|26.01.2018|Midtown                       |     4 |       1 |      4 |           38 |         37 |         37 |       37 |      0 |
| NO16|26.01.2018|Old Farm                      |     5 |       1 |      6 |          114 |        111 |        111 |      111 |      0 |
| NO17|26.01.2018|Safarituine                   |     3 |       1 |      8 |          298 |        268 |        268 |      268 |      0 |
| NO25|26.01.2018|Waterkloof Ridge              |     1 |       1 |      3 |           90 |         70 |         70 |       70 |      0 |
| OR71|26.01.2018|Gauteng Dotcoza Centre        |     3 |       9 |     25 |        2,526 |      2,021 |      2,010 |    2,010 |      0 |
| GC02|25.01.2018|Blackheath                    |    17 |      17 |     34 |        1,924 |      1,314 |      1,302 |    1,302 |      0 |
| GC04|25.01.2018|Bedfordview                   |    14 |      30 |     41 |        2,914 |      1,898 |      1,866 |    1,866 |      0 |
| GC05|25.01.2018|Kensington                    |     1 |       0 |      0 |          382 |          0 |          0 |        0 |      0 |
| GC06|25.01.2018|Florida                       |    15 |      28 |     23 |        1,455 |        906 |        903 |      903 |      0 |
| GC07|25.01.2018|The Glen                      |    13 |      15 |     23 |        1,832 |      1,033 |      1,023 |    1,023 |      0 |
| GC08|25.01.2018|Three Rivers                  |    14 |      24 |     20 |        1,812 |      1,352 |      1,344 |    1,344 |      0 |
| GC10|25.01.2018|Sunward Park                  |    14 |      19 |     17 |        1,365 |        680 |        676 |      676 |      0 |
| GC11|25.01.2018|Lonehill                      |    15 |      12 |     23 |        1,349 |        759 |        757 |      757 |      0 |
| GC12|25.01.2018|Rosebank                      |    14 |      27 |     13 |        1,328 |        744 |        740 |      740 |      0 |
| GC13|25.01.2018|Benmore                       |    17 |      15 |     31 |        1,730 |      1,168 |  1,151.333 |1,151.333 |      0 |
| GC14|25.01.2018|Edenvale (Closed)             |     1 |       0 |      0 |          190 |          0 |          0 |        0 |      0 |
| GC15|25.01.2018|Killarney                     |    17 |      29 |     34 |        2,177 |      1,414 |      1,403 |    1,403 |      0 |
| GC16|25.01.2018|Krugersdorp                   |     1 |       0 |      0 |          262 |          0 |          0 |        0 |      0 |
| GC18|25.01.2018|Randpark Ridge                |    16 |      13 |     22 |        1,436 |        859 |        853 |      853 |      0 |
| GC19|25.01.2018|Southgate                     |    14 |      21 |     54 |        2,728 |      2,262 |      2,245 |    2,245 |      0 |
| GC20|25.01.2018|Gallo Manor                   |    16 |      18 |     19 |        1,182 |        769 |        766 |      766 |      0 |
| GC22|25.01.2018|Ruimsig                       |    14 |      11 |     11 |          762 |        501 |        498 |      498 |      0 |
| GC25|25.01.2018|Auckland Park                 |    15 |      15 |     22 |        1,435 |        945 |        924 |      924 |      0 |
| GC26|25.01.2018|Midrand                       |    14 |      20 |     19 |        1,216 |        837 |        827 |      827 |      0 |
| GC27|25.01.2018|The Bridge                    |     1 |       0 |      0 |           43 |          0 |          0 |        0 |      0 |
| GC28|25.01.2018|Hyde Park                     |    18 |      17 |     30 |        1,523 |      1,064 |      1,052 |    1,052 |      0 |
| GC29|25.01.2018|Victory Park                  |     1 |       0 |      0 |          222 |          0 |          0 |        0 |      0 |
| GC35|25.01.2018|Cresta                        |     1 |       0 |      0 |          113 |          0 |          0 |        0 |      0 |
| GC38|25.01.2018|Morningside                   |     1 |       0 |      0 |          167 |          0 |          0 |        0 |      0 |
| GC39|25.01.2018|Carlton Centre                |    11 |       9 |     26 |          990 |        718 |        715 |      715 |      0 |
| GC42|25.01.2018|Loch Logan                    |     2 |       1 |      0 |          361 |          1 |          1 |        1 |      0 |
| GC43|25.01.2018|Bethlehem                     |    15 |      17 |     22 |        2,171 |      1,329 |      1,313 |    1,313 |      0 |
| GC44|25.01.2018|Kimberley                     |     1 |       0 |      0 |          313 |          0 |          0 |        0 |      0 |
| GC45|25.01.2018|Brandwag                      |     1 |       0 |      0 |          359 |          0 |          0 |        0 |      0 |
| GC46|25.01.2018|Kroonstad                     |     1 |       0 |      0 |          382 |          0 |          0 |        0 |      0 |
| GC47|25.01.2018|Sasolburg                     |    14 |      21 |     16 |        1,442 |      1,100 |      1,089 |    1,089 |      0 |
| GC48|25.01.2018|Potchefstroom                 |    15 |      23 |     24 |        2,071 |      1,524 |      1,515 |    1,515 |      0 |
| GC49|25.01.2018|Noordstad                     |     1 |       0 |      0 |          553 |          0 |          0 |        0 |      0 |
| GC51|25.01.2018|Carletonville                 |    16 |      23 |     31 |        1,866 |      1,227 |      1,222 |    1,222 |      0 |
| GC52|25.01.2018|Festival Mall                 |    17 |      14 |     26 |        1,423 |        978 |        972 |      972 |      0 |
| GC53|25.01.2018|Clearwater Mall               |    15 |      15 |     29 |        1,986 |      1,170 |      1,157 |    1,157 |      0 |
| GC55|25.01.2018|Carnival Mall                 |    15 |      15 |     29 |        2,043 |      1,375 |      1,363 |    1,363 |      0 |
| GC56|25.01.2018|Vaal Mall                     |    14 |      11 |     12 |        1,457 |        789 |        786 |      786 |      0 |
| GC57|25.01.2018|Lenasia                       |     1 |       0 |      0 |          213 |          0 |          0 |        0 |      0 |
| GC58|25.01.2018|Chilli Lane                   |     1 |       0 |      0 |          126 |          0 |          0 |        0 |      0 |
| GC59|25.01.2018|New Redruth                   |     1 |       0 |      0 |          221 |          0 |          0 |        0 |      0 |
| GC61|25.01.2018|Royldene                      |     1 |       0 |      0 |        1,112 |          0 |          0 |        0 |      0 |
| GC62|25.01.2018|Westgate                      |    15 |      22 |     26 |        1,363 |      1,055 |      1,042 |    1,042 |      0 |
| GC64|25.01.2018|On Nicol                      |    14 |      31 |     41 |        3,868 |      2,549 |      2,540 |    2,540 |      0 |
| GC65|25.01.2018|Southdale                     |     1 |       0 |      0 |          262 |          0 |          0 |        0 |      0 |
| GC66|25.01.2018|Vosloorus                     |     1 |       0 |      0 |          223 |          0 |          0 |        0 |      0 |
| GC67|25.01.2018|Northlands Corner             |     1 |       0 |      0 |          218 |          0 |          0 |        0 |      0 |
| GC68|25.01.2018|The Falls                     |     1 |       0 |      0 |          362 |          0 |          0 |        0 |      0 |
| GC69|25.01.2018|Embalenhle                    |    14 |       9 |     32 |        2,471 |      1,953 |      1,953 |    1,953 |      0 |
| GC70|25.01.2018|Diepkloof                     |    15 |      26 |     53 |        3,115 |      2,319 |      2,316 |    2,316 |      0 |
| GC71|25.01.2018|Fairmount                     |     1 |       0 |      0 |          178 |          0 |          0 |        0 |      0 |
| GC72|25.01.2018|Dihlabeng Mall Bethlehem      |    15 |      20 |     25 |        2,394 |      1,587 |      1,571 |    1,571 |      0 |
| GC73|25.01.2018|Cradlestone Mall              |     1 |       0 |      0 |          226 |          0 |          0 |        0 |      0 |
| GC74|25.01.2018|Secunda Mall                  |     1 |       0 |      0 |          178 |          0 |          0 |        0 |      0 |
| GC75|25.01.2018|Canal Crossing                |    14 |      13 |     18 |        1,567 |      1,035 |      1,033 |    1,033 |      0 |
| GC76|25.01.2018|Kyalami on Main               |     1 |       0 |      0 |          190 |          0 |          0 |        0 |      0 |
| GC77|25.01.2018|Tembisa Megamart              |    15 |      14 |     26 |        1,752 |      1,262 |      1,253 |    1,253 |      0 |
| GC78|25.01.2018|Mayfield Square               |     1 |       0 |      0 |          188 |          0 |          0 |        0 |      0 |
| GC79|25.01.2018|Dainfern Square               |     7 |       8 |     17 |        1,011 |        511 |        506 |      506 |      0 |
| GC81|25.01.2018|Cosmo Mall                    |     1 |       0 |      0 |          110 |          0 |          0 |        0 |      0 |
| GC82|25.01.2018|Blue Hills                    |    14 |      22 |     19 |        1,244 |        733 |        724 |      724 |      0 |
| GC83|25.01.2018|Newtown Junction              |     1 |       0 |      0 |          104 |          0 |          0 |        0 |      0 |
| GC84|25.01.2018|Springs Mall                  |     1 |       0 |      0 |          119 |          0 |          0 |        0 |      0 |
| GC86|25.01.2018|Matlosana Mall                |    13 |      12 |     12 |          976 |        602 |        595 |      595 |      0 |
| GC91|25.01.2018|Village View Liquor           |     1 |       0 |      0 |            5 |          0 |          0 |        0 |      0 |
| GC92|25.01.2018|Carletonville Mall            |    12 |       9 |     11 |          608 |        284 |        282 |      282 |      0 |
| GC93|25.01.2018|Mall of the South             |    15 |      14 |     17 |        1,318 |        790 |        782 |      782 |      0 |
| GC94|25.01.2018|Sebokeng                      |     8 |       9 |     18 |        1,045 |        644 |        640 |      640 |      0 |
| GC95|25.01.2018|Local Ficksburg               |     2 |       3 |     19 |        1,362 |      1,210 |      1,210 |    1,210 |      0 |
| GC96|25.01.2018|Lemo Mall Mangaung            |     1 |       0 |      0 |           77 |          0 |          0 |        0 |      0 |
| GC97|25.01.2018|Local Petervale               |     1 |       1 |      0 |            1 |          1 |          1 |        1 |      0 |
| GC98|25.01.2018|Alberton City                 |     1 |       0 |      0 |          137 |          0 |          0 |        0 |      0 |
| GD03|25.01.2018|Dobsonville Mall              |     4 |       1 |      8 |          472 |        255 |        255 |      255 |      0 |
| GD06|25.01.2018|Local Bloem Plaza             |     2 |       2 |      0 |            2 |          2 |          2 |        2 |      0 |
| GD10|25.01.2018|Botshabelo                    |     1 |       0 |      0 |           71 |          0 |          0 |        0 |      0 |
| GD11|25.01.2018|Alex Mall                     |     1 |       0 |      0 |           72 |          0 |          0 |        0 |      0 |
| GF01|25.01.2018|Randburg Waterfront           |     1 |       1 |      0 |            1 |          1 |          1 |        1 |      0 |
| GF02|25.01.2018|Kemptongate                   |     5 |       7 |     35 |        1,649 |      1,484 |      1,483 |    1,483 |      0 |
| GF03|25.01.2018|Towers                        |     1 |       1 |      0 |            1 |          1 |          1 |        1 |      0 |
| GF04|25.01.2018|Brackenhurst                  |     5 |      13 |     55 |        2,679 |      2,201 |      2,193 |    2,193 |      0 |
| GF06|25.01.2018|Honey Junction                |     4 |       8 |     35 |        2,033 |      1,734 |      1,733 |    1,733 |      0 |
| GF07|25.01.2018|Douglasdale                   |     5 |      22 |     39 |        3,032 |      2,440 |      2,422 |    2,422 |      0 |
| GF09|25.01.2018|Oakfields                     |     3 |      18 |     57 |        3,860 |      3,343 |      3,307 |    3,307 |      0 |
| GF10|25.01.2018|Ermelo                        |     4 |       8 |     49 |        2,782 |      2,464 |      2,462 |    2,462 |      0 |
| GF11|25.01.2018|Farramere                     |     6 |      60 |     71 |        3,477 |      2,978 |      2,906 |    2,906 |      0 |
| GF14|25.01.2018|Randfontein                   |     6 |      25 |     36 |        1,681 |      1,403 |      1,373 |    1,373 |      0 |
| GF18|25.01.2018|Rosettenville                 |     4 |       4 |     18 |        1,183 |      1,017 |      1,016 |    1,016 |      0 |
| GF19|25.01.2018|Birchleigh                    |     8 |      30 |     50 |        2,461 |      2,284 |      2,262 |    2,262 |      0 |
| GF21|25.01.2018|Elspark                       |     5 |       6 |     41 |        1,759 |      1,530 |      1,517 |    1,517 |      0 |
| GF23|25.01.2018|Kempton Square                |     6 |      15 |     44 |        2,054 |      1,800 |      1,797 |    1,797 |      0 |
| GF24|25.01.2018|Lambton                       |     2 |       6 |     11 |          721 |        456 |        452 |      452 |      0 |
| GF27|25.01.2018|Edenglen                      |     4 |      12 |     30 |        1,298 |      1,118 |      1,116 |    1,116 |      0 |
| GF29|25.01.2018|Mulbarton Park                |     1 |       4 |     19 |        1,076 |        694 |        693 |      693 |      0 |
| GF30|25.01.2018|Springs Gate                  |     9 |       9 |     31 |        1,510 |      1,356 |      1,337 |    1,337 |      0 |
| GF32|25.01.2018|Standerton                    |     4 |       5 |     27 |        1,919 |      1,695 |      1,694 |    1,694 |      0 |
| GF34|25.01.2018|Northcliff Square             |     6 |      19 |     53 |        2,785 |      2,516 |      2,499 |    2,499 |      0 |
| GF43|25.01.2018|Newmarket                     |     2 |      30 |     65 |        3,681 |      2,926 |      2,913 |    2,913 |      0 |
| GF44|25.01.2018|Upington                      |     5 |      15 |     53 |        3,683 |      3,177 |      3,169 |    3,169 |      0 |
| GF49|25.01.2018|Vryburg                       |     4 |      12 |     33 |        2,279 |      1,848 |      1,834 |    1,834 |      0 |
| GF51|25.01.2018|Kelvin                        |     5 |       4 |     34 |        1,587 |      1,432 |      1,430 |    1,430 |      0 |
| GF52|25.01.2018|Sandridge Square              |     1 |       1 |      0 |            1 |          1 |          1 |        1 |      0 |
| GF53|25.01.2018|Kuruman Two                   |     1 |       6 |     37 |        2,374 |      1,733 |      1,728 |    1,728 |      0 |
| GF54|25.01.2018|Braamfontein                  |     4 |      21 |     45 |        2,077 |      1,885 |      1,880 |    1,880 |      0 |
| GF55|25.01.2018|Piet Retief                   |     5 |       6 |     19 |        1,191 |        995 |        990 |      990 |      0 |
| GF56|25.01.2018|Hazelpark                     |     2 |       4 |      6 |          458 |        207 |        204 |      204 |      0 |
| GF59|25.01.2018|Van Riebeeck Park             |     4 |       6 |      8 |          611 |        577 |        577 |      577 |      0 |
| GF62|25.01.2018|Craighall Park                |     4 |      28 |     64 |        2,837 |      2,570 |      2,567 |    2,567 |      0 |
| GF63|25.01.2018|Northmead Mall                |     2 |       5 |     19 |          983 |        706 |        698 |      698 |      0 |
| GF64|25.01.2018|Westonaria                    |     5 |       5 |     26 |        1,485 |      1,202 |      1,199 |    1,199 |      0 |
| GF69|25.01.2018|Goldman Street                |     4 |      10 |     34 |        1,398 |      1,230 |      1,220 |    1,220 |      0 |
| GF71|25.01.2018|Elgin                         |     1 |       1 |      1 |          208 |        208 |        208 |      208 |      0 |
| GF72|25.01.2018|Vanderhof Park                |     2 |       1 |     15 |          627 |        542 |        542 |      542 |      0 |
| GF73|25.01.2018|Edenmeadow                    |     1 |       3 |     26 |        1,083 |        962 |        962 |      962 |      0 |
| GF75|25.01.2018|Alex Junction                 |     4 |      41 |     78 |        3,950 |      3,703 |      3,687 |    3,687 |      0 |
| GF76|25.01.2018|Outspan Road                  |     3 |      13 |     34 |        1,447 |      1,250 |      1,235 |    1,235 |      0 |
| GF77|25.01.2018|Glen Marais                   |     1 |       1 |      1 |          208 |        208 |        208 |      208 |      0 |
| GF83|25.01.2018|Fluerdal                      |     5 |      10 |     41 |        2,781 |      2,282 |      2,276 |    2,276 |      0 |
| GF84|25.01.2018|Songloed                      |     5 |       6 |     24 |        1,656 |      1,385 |      1,381 |    1,381 |      0 |
| GF87|25.01.2018|Protea Boulevard              |     4 |       3 |     18 |        1,012 |        814 |        811 |      811 |      0 |
| GF88|25.01.2018|Brentwood Park                |     4 |      18 |     73 |        3,749 |      3,391 |      3,374 |    3,374 |      0 |
| GF92|25.01.2018|Kathu                         |     3 |       4 |     13 |          741 |        667 |        662 |      662 |      0 |
| GF95|25.01.2018|Coachmans Crossing            |     6 |      43 |     58 |        2,848 |      2,556 |      2,528 |    2,528 |      0 |
| GF97|25.01.2018|Eyethu Mall                   |     4 |       3 |     18 |        1,421 |      1,145 |      1,144 |    1,144 |      0 |
| GF99|25.01.2018|Mulbarton Liquor              |     2 |       1 |      3 |           63 |         25 |         25 |       25 |      0 |
| GG01|25.01.2018|Bara City                     |     4 |      13 |     36 |        2,305 |      2,059 |      2,049 |    2,049 |      0 |
| GG05|25.01.2018|Kliptown                      |     5 |       6 |     28 |        1,690 |      1,435 |      1,429 |    1,429 |      0 |
| GG06|25.01.2018|Orange Farm                   |     4 |       1 |     22 |        1,046 |        688 |        688 |      688 |      0 |
| GG08|25.01.2018|Meadowlands                   |     3 |       5 |     43 |        2,378 |      2,116 |      2,110 |    2,110 |      0 |
| GG11|25.01.2018|Bophelong                     |     5 |      10 |     52 |        2,689 |      2,392 |      2,392 |    2,392 |      0 |
| GG17|25.01.2018|Galeshewe                     |     4 |       2 |      7 |          308 |        214 |        213 |      213 |      0 |
| GG18|25.01.2018|Tembisa                       |     5 |      17 |     44 |        4,072 |      3,386 |      3,378 |    3,378 |      0 |
