################################################################################
# This file contains a transactional data dump of students entering and leaving
# at the University Road drop-off gate. That is, the entrance closest to the
# Engineering buildings. There are three turnstiles. The first is North,
# denoted with 'N', and is closest to the Mineral Sciences Building. The second 
# is in the centre, denoted with 'C', and closest to the Mining Engineering
# Study Centre. The third is South, denoted by 'S', and is closest to the
# Engineering 2 Building.
#
# The time stamp indicates the day/month/year and time of day in the format
# hour:minutes:seconds. There is a variable indicating whether this is an
# 'entry' into the campus or an 'exit' leaving the campus. The 'success'
# variable indicates a '1' if the transaction was completed with only one tap of
# the student card, and '0' if two or more taps were required. 
################################################################################

date,type,turnstile,success
02/03/2020 07:11:34,entry,C,1
02/03/2020 07:11:40,entry,C,1
02/03/2020 07:12:11,entry,N,1
02/03/2020 07:13:57,entry,S,1
02/03/2020 07:14:03,entry,S,1
02/03/2020 07:15:08,entry,C,1
02/03/2020 07:16:40,entry,C,1
02/03/2020 07:18:15,entry,C,1
02/03/2020 07:20:35,entry,C,1
02/03/2020 07:20:36,entry,S,1
02/03/2020 07:21:42,entry,N,1
02/03/2020 07:23:08,entry,N,1
02/03/2020 07:23:26,entry,C,1
02/03/2020 07:24:16,entry,C,1
02/03/2020 07:24:32,entry,S,1
02/03/2020 07:24:49,entry,S,1
02/03/2020 07:24:57,entry,C,1
02/03/2020 07:26:53,entry,S,1
02/03/2020 07:26:58,entry,N,1
02/03/2020 07:27:24,entry,N,1
02/03/2020 07:29:52,entry,C,1
02/03/2020 07:30:51,entry,C,1
02/03/2020 07:31:17,entry,C,1
02/03/2020 07:31:27,entry,N,1
02/03/2020 07:32:17,entry,C,0
02/03/2020 07:34:01,entry,N,1
02/03/2020 07:35:05,entry,C,1
02/03/2020 07:36:02,entry,S,1
02/03/2020 07:36:41,entry,C,1
02/03/2020 07:37:04,entry,S,1
02/03/2020 07:37:23,entry,S,1
02/03/2020 07:37:55,entry,C,1
02/03/2020 07:38:14,entry,C,1
02/03/2020 07:38:48,entry,N,1
02/03/2020 07:39:09,entry,C,1
02/03/2020 07:39:12,exit,C,1
02/03/2020 07:39:24,entry,C,1
02/03/2020 07:39:53,entry,N,1
02/03/2020 07:41:58,entry,C,1
02/03/2020 07:42:16,entry,S,0
02/03/2020 07:43:22,entry,N,0
02/03/2020 07:43:49,entry,C,1
02/03/2020 07:46:32,entry,C,1
02/03/2020 07:47:33,entry,C,1
02/03/2020 07:47:37,entry,C,1
02/03/2020 07:48:33,entry,C,1
02/03/2020 07:49:17,entry,C,1
02/03/2020 07:50:36,exit,C,1
02/03/2020 07:51:04,entry,N,1
02/03/2020 07:52:06,exit,C,1
02/03/2020 07:53:30,entry,C,1
02/03/2020 07:53:41,entry,C,1
02/03/2020 07:53:45,entry,C,1
02/03/2020 07:54:00,entry,C,1
02/03/2020 07:54:25,entry,C,1
02/03/2020 07:55:36,entry,C,1
02/03/2020 07:55:41,entry,C,1
02/03/2020 07:56:02,entry,S,1
02/03/2020 07:57:27,entry,S,1
02/03/2020 07:58:13,entry,C,1
02/03/2020 07:58:21,entry,C,1
02/03/2020 07:58:46,entry,C,1
02/03/2020 07:59:04,entry,C,1
02/03/2020 07:59:29,entry,C,1
02/03/2020 08:00:39,entry,C,0
02/03/2020 08:01:13,entry,N,1
02/03/2020 08:01:45,entry,C,0
02/03/2020 08:01:56,entry,S,1
02/03/2020 08:03:26,entry,S,1
02/03/2020 08:03:36,entry,N,1
02/03/2020 08:04:52,entry,C,1
02/03/2020 08:05:24,entry,C,1
02/03/2020 08:06:47,entry,N,1
02/03/2020 08:07:36,exit,C,1
02/03/2020 08:07:59,entry,C,1
02/03/2020 08:08:00,entry,C,1
02/03/2020 08:09:14,entry,N,1
02/03/2020 08:10:34,entry,C,1
02/03/2020 08:10:45,entry,S,1
02/03/2020 08:11:22,entry,N,1
02/03/2020 08:12:11,entry,N,1
02/03/2020 08:13:46,entry,S,1
02/03/2020 08:14:07,entry,C,1
02/03/2020 08:14:29,entry,S,1
02/03/2020 08:14:36,entry,C,1
02/03/2020 08:14:44,entry,C,1
02/03/2020 08:15:27,entry,C,1
02/03/2020 08:15:46,entry,S,0
02/03/2020 08:15:48,entry,N,1
02/03/2020 08:15:59,entry,C,1
02/03/2020 08:16:25,entry,C,1
02/03/2020 08:17:53,entry,N,1
02/03/2020 08:19:06,entry,C,1
02/03/2020 08:19:25,entry,S,1
02/03/2020 08:20:14,exit,S,0
02/03/2020 08:21:03,entry,C,1
02/03/2020 08:22:10,entry,S,1
02/03/2020 08:23:32,entry,S,1
02/03/2020 08:23:49,entry,S,1
02/03/2020 08:25:07,entry,C,1
02/03/2020 08:29:22,exit,C,1
02/03/2020 08:30:43,entry,C,1
02/03/2020 08:30:57,entry,C,1
02/03/2020 08:31:01,exit,S,1
02/03/2020 08:31:12,entry,C,1
02/03/2020 08:31:28,entry,C,1
02/03/2020 08:31:30,entry,C,0
02/03/2020 08:32:37,entry,C,1
02/03/2020 08:32:50,entry,C,1
02/03/2020 08:33:47,exit,C,1
02/03/2020 08:37:02,entry,C,1
02/03/2020 08:37:27,entry,C,1
02/03/2020 08:37:45,exit,N,1
02/03/2020 08:39:35,entry,C,1
02/03/2020 08:39:36,entry,C,1
02/03/2020 08:41:06,entry,C,1
02/03/2020 08:42:12,entry,C,1
02/03/2020 08:43:15,entry,C,1
02/03/2020 08:43:26,entry,C,1
02/03/2020 08:43:35,entry,S,0
02/03/2020 08:44:36,entry,N,1
02/03/2020 08:47:03,entry,C,1
02/03/2020 08:47:55,entry,S,1
02/03/2020 08:49:45,entry,C,1
02/03/2020 08:50:08,entry,N,1
02/03/2020 08:50:35,entry,C,1
02/03/2020 08:50:39,entry,C,1
02/03/2020 08:51:17,exit,C,1
02/03/2020 08:52:47,entry,C,1
02/03/2020 08:53:51,exit,S,1
02/03/2020 08:56:44,entry,C,1
02/03/2020 08:57:33,entry,C,1
02/03/2020 08:58:19,entry,S,1
02/03/2020 08:59:21,entry,C,1
02/03/2020 09:00:43,exit,N,1
02/03/2020 09:01:16,exit,C,1
02/03/2020 09:02:23,entry,S,0
02/03/2020 09:03:44,exit,S,1
02/03/2020 09:04:22,exit,S,1
02/03/2020 09:04:30,entry,C,1
02/03/2020 09:04:40,entry,S,1
02/03/2020 09:05:15,entry,N,1
02/03/2020 09:06:40,exit,C,1
02/03/2020 09:06:53,exit,C,1
02/03/2020 09:07:13,entry,S,1
02/03/2020 09:08:06,entry,C,0
02/03/2020 09:11:15,entry,S,1
02/03/2020 09:11:42,entry,C,1
02/03/2020 09:12:16,exit,C,1
02/03/2020 09:14:14,entry,S,1
02/03/2020 09:16:14,entry,C,1
02/03/2020 09:16:30,entry,C,1
02/03/2020 09:17:19,entry,C,1
02/03/2020 09:20:14,entry,C,1
02/03/2020 09:20:30,entry,C,1
02/03/2020 09:20:52,exit,C,1
02/03/2020 09:21:03,entry,S,1
02/03/2020 09:21:36,entry,N,0
02/03/2020 09:21:49,exit,S,1
02/03/2020 09:22:30,entry,C,1
02/03/2020 09:23:33,entry,C,0
02/03/2020 09:23:34,entry,S,1
02/03/2020 09:23:55,entry,C,1
02/03/2020 09:25:09,entry,S,1
02/03/2020 09:26:09,exit,S,1
02/03/2020 09:26:29,entry,N,1
02/03/2020 09:26:46,exit,S,0
02/03/2020 09:27:51,entry,N,1
02/03/2020 09:27:55,exit,S,0
02/03/2020 09:28:16,entry,C,1
02/03/2020 09:30:07,entry,C,1
02/03/2020 09:37:33,entry,S,1
02/03/2020 09:38:17,entry,C,1
02/03/2020 09:38:40,entry,C,1
02/03/2020 09:39:56,entry,C,1
02/03/2020 09:40:31,entry,C,1
02/03/2020 09:40:38,entry,C,1
02/03/2020 09:41:03,entry,C,1
02/03/2020 09:41:31,exit,C,1
02/03/2020 09:42:40,exit,S,0
02/03/2020 09:43:26,exit,C,1
02/03/2020 09:43:27,entry,C,1
02/03/2020 09:43:37,entry,S,1
02/03/2020 09:44:31,entry,C,0
02/03/2020 09:45:08,entry,C,1
02/03/2020 09:45:39,exit,C,1
02/03/2020 09:45:40,entry,C,1
02/03/2020 09:45:57,entry,N,1
02/03/2020 09:49:30,exit,N,1
02/03/2020 09:49:54,exit,C,1
02/03/2020 09:50:03,entry,C,1
02/03/2020 09:50:60,entry,S,1
02/03/2020 09:51:25,entry,S,1
02/03/2020 09:51:59,entry,S,1
02/03/2020 09:52:26,exit,S,0
02/03/2020 09:53:22,entry,S,1
02/03/2020 09:53:48,entry,C,1
02/03/2020 09:56:40,exit,C,1
02/03/2020 09:57:34,entry,C,1
02/03/2020 09:58:33,exit,N,1
02/03/2020 10:00:47,entry,S,1
02/03/2020 10:01:35,exit,S,1
02/03/2020 10:02:16,entry,C,1
02/03/2020 10:02:43,entry,C,1
02/03/2020 10:03:29,exit,S,1
02/03/2020 10:06:19,exit,C,1
02/03/2020 10:06:20,exit,S,1
02/03/2020 10:07:15,exit,C,1
02/03/2020 10:07:35,entry,N,1
02/03/2020 10:07:56,exit,C,1
02/03/2020 10:11:16,exit,S,1
02/03/2020 10:11:53,exit,C,1
02/03/2020 10:13:40,exit,N,1
02/03/2020 10:14:18,exit,S,1
02/03/2020 10:16:40,exit,C,1
02/03/2020 10:17:25,entry,C,1
02/03/2020 10:17:44,exit,S,1
02/03/2020 10:19:49,entry,S,1
02/03/2020 10:20:16,entry,S,1
02/03/2020 10:21:59,entry,C,1
02/03/2020 10:24:56,entry,C,1
02/03/2020 10:26:07,exit,C,0
02/03/2020 10:26:35,entry,C,1
02/03/2020 10:26:58,exit,S,1
02/03/2020 10:27:41,exit,C,1
02/03/2020 10:28:22,exit,C,1
02/03/2020 10:30:10,entry,C,1
02/03/2020 10:31:31,entry,N,1
02/03/2020 10:32:43,entry,N,1
02/03/2020 10:32:51,entry,S,1
02/03/2020 10:32:52,entry,C,1
02/03/2020 10:33:52,entry,C,1
02/03/2020 10:34:00,entry,N,1
02/03/2020 10:34:07,entry,C,1
02/03/2020 10:34:44,entry,S,0
02/03/2020 10:36:01,entry,C,1
02/03/2020 10:37:21,entry,S,1
02/03/2020 10:37:53,exit,C,0
02/03/2020 10:41:05,entry,N,1
02/03/2020 10:41:18,entry,C,0
02/03/2020 10:41:36,entry,C,1
02/03/2020 10:44:42,exit,C,1
02/03/2020 10:45:21,entry,C,1
02/03/2020 10:45:22,entry,C,1
02/03/2020 10:47:04,exit,C,1
02/03/2020 10:48:03,exit,C,1
02/03/2020 10:50:10,entry,S,1
02/03/2020 10:50:12,exit,C,1
02/03/2020 10:50:19,entry,C,1
02/03/2020 10:50:45,exit,C,1
02/03/2020 10:51:03,exit,S,1
02/03/2020 10:53:53,entry,C,1
02/03/2020 10:55:27,entry,C,1
02/03/2020 10:56:27,entry,C,1
02/03/2020 10:56:35,entry,N,1
02/03/2020 10:57:26,exit,C,1
02/03/2020 10:57:51,exit,C,1
02/03/2020 10:58:05,entry,C,1
02/03/2020 10:58:22,entry,N,1
02/03/2020 11:01:46,exit,C,1
02/03/2020 11:02:32,exit,C,1
02/03/2020 11:03:02,entry,C,1
02/03/2020 11:06:32,entry,C,1
02/03/2020 11:06:47,exit,S,1
02/03/2020 11:10:05,entry,C,1
02/03/2020 11:11:42,exit,S,1
02/03/2020 11:11:58,entry,C,1
02/03/2020 11:12:13,exit,S,1
02/03/2020 11:16:41,exit,C,1
02/03/2020 11:17:29,entry,C,1
02/03/2020 11:18:09,entry,S,1
02/03/2020 11:21:33,entry,S,1
02/03/2020 11:22:31,entry,S,1
02/03/2020 11:23:59,entry,C,1
02/03/2020 11:24:21,entry,N,1
02/03/2020 11:24:35,entry,S,1
02/03/2020 11:24:50,exit,S,1
02/03/2020 11:27:44,entry,S,0
02/03/2020 11:31:17,exit,C,0
02/03/2020 11:31:49,entry,C,1
02/03/2020 11:32:27,entry,C,1
02/03/2020 11:32:51,entry,C,1
02/03/2020 11:33:34,exit,C,1
02/03/2020 11:35:26,entry,S,0
02/03/2020 11:35:47,entry,C,1
02/03/2020 11:37:06,entry,N,1
02/03/2020 11:38:46,entry,C,1
02/03/2020 11:39:49,entry,C,1
02/03/2020 11:40:34,exit,C,0
02/03/2020 11:40:59,exit,N,1
02/03/2020 11:41:25,entry,C,1
02/03/2020 11:42:14,entry,C,1
02/03/2020 11:44:23,exit,S,1
02/03/2020 11:45:22,exit,S,1
02/03/2020 11:46:31,exit,C,1
02/03/2020 11:46:40,exit,S,1
02/03/2020 11:46:59,entry,C,1
02/03/2020 11:47:08,entry,C,0
02/03/2020 11:47:59,entry,C,1
02/03/2020 11:50:53,exit,C,1
02/03/2020 11:51:17,exit,N,1
02/03/2020 11:52:14,exit,C,1
02/03/2020 11:53:18,entry,C,1
02/03/2020 11:53:28,exit,S,1
02/03/2020 11:54:37,exit,S,1
02/03/2020 11:54:39,exit,C,1
02/03/2020 11:55:03,entry,S,1
02/03/2020 11:55:23,exit,C,0
02/03/2020 11:57:42,entry,N,1
02/03/2020 11:58:41,exit,C,1
02/03/2020 11:59:42,exit,C,1
02/03/2020 12:00:43,entry,N,1
02/03/2020 12:01:51,entry,N,1
02/03/2020 12:01:59,entry,S,1
02/03/2020 12:02:26,entry,C,1
02/03/2020 12:03:16,entry,S,1
02/03/2020 12:03:42,entry,S,1
02/03/2020 12:03:46,exit,C,1
02/03/2020 12:04:22,entry,C,1
02/03/2020 12:04:27,exit,C,1
02/03/2020 12:05:03,exit,S,1
02/03/2020 12:06:20,exit,S,1
02/03/2020 12:06:25,exit,C,1
02/03/2020 12:07:31,entry,C,1
02/03/2020 12:08:25,entry,C,1
02/03/2020 12:08:42,entry,S,1
02/03/2020 12:11:57,exit,C,1
02/03/2020 12:12:24,exit,C,0
02/03/2020 12:12:48,exit,N,1
02/03/2020 12:12:53,entry,N,1
02/03/2020 12:18:50,entry,N,1
02/03/2020 12:18:51,exit,C,1
02/03/2020 12:19:04,exit,C,1
02/03/2020 12:19:26,exit,C,1
02/03/2020 12:19:57,exit,N,1
02/03/2020 12:20:05,entry,C,1
02/03/2020 12:22:09,exit,N,0
02/03/2020 12:22:23,exit,C,1
02/03/2020 12:26:19,entry,S,1
02/03/2020 12:27:58,exit,S,1
02/03/2020 12:29:19,entry,S,1
02/03/2020 12:31:52,entry,C,1
02/03/2020 12:32:08,entry,S,1
02/03/2020 12:33:27,exit,C,1
02/03/2020 12:33:31,exit,S,1
02/03/2020 12:34:17,entry,C,1
02/03/2020 12:37:17,entry,S,1
02/03/2020 12:38:11,entry,S,1
02/03/2020 12:38:58,exit,C,1
02/03/2020 12:40:30,entry,C,1
02/03/2020 12:40:50,entry,C,1
02/03/2020 12:41:10,exit,S,1
02/03/2020 12:42:09,entry,C,1
02/03/2020 12:42:55,entry,C,1
02/03/2020 12:43:18,exit,C,1
02/03/2020 12:43:40,entry,S,1
02/03/2020 12:45:34,entry,C,0
02/03/2020 12:46:27,exit,C,1
02/03/2020 12:48:55,entry,C,1
02/03/2020 12:50:26,entry,S,1
02/03/2020 12:50:57,entry,C,1
02/03/2020 12:51:56,entry,S,1
02/03/2020 12:51:60,entry,C,1
02/03/2020 12:52:44,entry,C,1
02/03/2020 12:53:12,exit,C,1
02/03/2020 12:57:36,entry,C,1
02/03/2020 12:57:42,entry,S,1
02/03/2020 12:58:06,entry,C,1
02/03/2020 12:58:18,exit,C,0
02/03/2020 12:58:38,exit,S,1
02/03/2020 12:59:56,entry,C,1
02/03/2020 13:04:50,exit,C,1
02/03/2020 13:05:29,exit,C,1
02/03/2020 13:06:48,exit,N,1
02/03/2020 13:07:24,entry,S,1
02/03/2020 13:08:30,entry,C,1
02/03/2020 13:08:39,exit,N,1
02/03/2020 13:10:19,exit,N,1
02/03/2020 13:11:23,exit,N,1
02/03/2020 13:11:27,entry,S,1
02/03/2020 13:11:56,exit,C,1
02/03/2020 13:12:40,entry,S,1
02/03/2020 13:13:04,entry,C,1
02/03/2020 13:13:33,entry,C,1
02/03/2020 13:13:57,entry,S,1
02/03/2020 13:15:14,entry,C,1
02/03/2020 13:15:40,entry,S,1
02/03/2020 13:16:15,exit,C,1
02/03/2020 13:16:50,entry,C,1
02/03/2020 13:16:54,exit,C,1
02/03/2020 13:17:46,exit,C,1
02/03/2020 13:18:58,exit,C,1
02/03/2020 13:19:13,exit,C,1
02/03/2020 13:20:32,entry,C,1
02/03/2020 13:20:54,entry,S,1
02/03/2020 13:21:07,entry,S,1
02/03/2020 13:23:12,entry,S,1
02/03/2020 13:23:16,entry,S,1
02/03/2020 13:23:52,entry,N,1
02/03/2020 13:24:28,entry,S,1
02/03/2020 13:24:41,entry,S,1
02/03/2020 13:26:21,entry,S,1
02/03/2020 13:27:55,exit,S,1
02/03/2020 13:29:52,exit,S,0
02/03/2020 13:30:06,entry,C,1
02/03/2020 13:34:21,entry,S,1
02/03/2020 13:34:38,exit,C,1
02/03/2020 13:36:11,exit,C,1
02/03/2020 13:36:21,entry,C,1
02/03/2020 13:36:50,exit,N,0
02/03/2020 13:36:54,exit,C,1
02/03/2020 13:37:43,entry,N,1
02/03/2020 13:37:44,entry,C,1
02/03/2020 13:38:13,entry,N,1
02/03/2020 13:39:04,exit,N,1
02/03/2020 13:39:54,entry,C,1
02/03/2020 13:40:04,exit,C,1
02/03/2020 13:40:43,entry,C,1
02/03/2020 13:41:15,exit,C,1
02/03/2020 13:41:17,exit,S,1
02/03/2020 13:41:35,entry,C,1
02/03/2020 13:42:52,entry,S,1
02/03/2020 13:44:19,entry,S,1
02/03/2020 13:45:23,entry,N,1
02/03/2020 13:45:27,entry,S,1
02/03/2020 13:45:54,exit,N,1
02/03/2020 13:45:57,exit,S,1
02/03/2020 13:47:01,exit,C,0
02/03/2020 13:47:41,entry,C,1
02/03/2020 13:49:07,exit,N,1
02/03/2020 13:49:32,entry,C,1
02/03/2020 13:49:60,exit,S,1
02/03/2020 13:51:03,entry,S,1
02/03/2020 13:52:29,exit,C,1
02/03/2020 13:52:56,entry,C,1
02/03/2020 13:53:52,exit,S,0
02/03/2020 13:54:29,exit,N,1
02/03/2020 13:54:50,entry,N,1
02/03/2020 13:54:51,entry,C,1
02/03/2020 13:56:10,entry,C,1
02/03/2020 13:57:33,entry,S,1
02/03/2020 13:57:40,entry,C,1
02/03/2020 13:57:51,entry,S,1
02/03/2020 13:58:11,entry,S,1
02/03/2020 13:58:46,exit,S,1
02/03/2020 13:59:23,exit,S,1
02/03/2020 13:59:43,entry,C,1
02/03/2020 14:01:08,entry,N,1
02/03/2020 14:02:07,exit,S,1
02/03/2020 14:02:41,exit,C,0
02/03/2020 14:02:48,exit,S,1
02/03/2020 14:03:19,exit,C,0
02/03/2020 14:06:03,entry,S,1
02/03/2020 14:06:27,entry,S,1
02/03/2020 14:07:52,exit,S,1
02/03/2020 14:10:24,entry,C,1
02/03/2020 14:10:25,entry,C,1
02/03/2020 14:14:46,exit,C,1
02/03/2020 14:15:40,exit,N,1
02/03/2020 14:16:43,exit,S,1
02/03/2020 14:17:21,entry,N,1
02/03/2020 14:18:10,entry,C,0
02/03/2020 14:21:30,exit,S,1
02/03/2020 14:21:45,exit,S,1
02/03/2020 14:24:29,entry,S,1
02/03/2020 14:25:02,exit,C,1
02/03/2020 14:25:06,exit,C,1
02/03/2020 14:26:15,entry,C,1
02/03/2020 14:26:34,exit,N,1
02/03/2020 14:28:21,entry,N,1
02/03/2020 14:29:15,exit,N,1
02/03/2020 14:29:28,exit,S,1
02/03/2020 14:29:49,entry,S,1
02/03/2020 14:30:08,entry,C,1
02/03/2020 14:32:17,exit,S,1
02/03/2020 14:32:31,entry,S,0
02/03/2020 14:32:31,exit,C,0
02/03/2020 14:33:20,exit,C,1
02/03/2020 14:35:53,exit,C,1
02/03/2020 14:37:09,exit,C,1
02/03/2020 14:40:34,entry,C,1
02/03/2020 14:40:52,exit,C,1
02/03/2020 14:41:30,exit,C,1
02/03/2020 14:42:24,exit,C,1
02/03/2020 14:45:25,entry,C,1
02/03/2020 14:46:44,entry,C,1
02/03/2020 14:49:44,entry,C,1
02/03/2020 14:55:07,exit,C,1
02/03/2020 14:55:29,exit,C,1
02/03/2020 14:55:34,exit,N,1
02/03/2020 14:56:05,entry,C,1
02/03/2020 14:58:18,entry,N,1
02/03/2020 15:03:26,exit,C,1
02/03/2020 15:03:46,exit,C,1
02/03/2020 15:04:40,exit,S,1
02/03/2020 15:04:52,entry,C,1
02/03/2020 15:04:53,exit,S,1
02/03/2020 15:06:36,exit,S,0
02/03/2020 15:08:18,entry,S,1
02/03/2020 15:09:22,exit,N,1
02/03/2020 15:20:20,exit,N,1
02/03/2020 15:20:28,exit,C,1
02/03/2020 15:21:60,entry,N,1
02/03/2020 15:27:51,entry,S,1
02/03/2020 15:30:48,entry,C,1
02/03/2020 15:31:49,exit,C,1
02/03/2020 15:33:19,entry,C,1
02/03/2020 15:33:56,exit,C,1
02/03/2020 15:34:30,exit,C,1
02/03/2020 15:35:30,exit,C,1
02/03/2020 15:38:42,exit,S,0
02/03/2020 15:38:47,entry,C,1
02/03/2020 15:40:02,exit,N,1
02/03/2020 15:40:59,exit,C,1
02/03/2020 15:41:28,exit,C,1
02/03/2020 15:42:59,exit,S,1
02/03/2020 15:46:47,entry,C,1
02/03/2020 15:47:31,exit,C,1
02/03/2020 15:48:56,entry,C,1
02/03/2020 15:49:39,exit,S,1
02/03/2020 15:51:37,exit,C,1
02/03/2020 15:52:09,exit,N,1
02/03/2020 15:52:12,entry,S,1
02/03/2020 15:55:12,entry,N,1
02/03/2020 15:55:35,exit,C,1
02/03/2020 15:55:45,exit,C,0
02/03/2020 15:57:19,exit,C,0
02/03/2020 15:57:35,entry,N,1
02/03/2020 15:57:52,entry,S,1
02/03/2020 15:59:14,exit,S,1
02/03/2020 15:59:56,entry,S,1
02/03/2020 16:00:18,exit,S,1
02/03/2020 16:05:29,exit,C,1
02/03/2020 16:05:34,exit,C,0
02/03/2020 16:06:23,exit,S,1
02/03/2020 16:07:53,entry,N,1
02/03/2020 16:08:52,exit,C,0
02/03/2020 16:10:08,exit,C,1
02/03/2020 16:10:48,entry,C,1
02/03/2020 16:15:19,exit,N,1
02/03/2020 16:15:38,exit,C,1
02/03/2020 16:15:46,exit,S,1
02/03/2020 16:16:28,exit,S,0
02/03/2020 16:18:02,exit,N,1
02/03/2020 16:18:26,entry,C,1
02/03/2020 16:20:36,exit,N,1
02/03/2020 16:21:00,exit,S,1
02/03/2020 16:21:12,exit,C,1
02/03/2020 16:21:18,exit,C,1
02/03/2020 16:23:48,entry,C,1
02/03/2020 16:25:40,exit,S,1
02/03/2020 16:26:59,exit,C,1
02/03/2020 16:27:51,exit,C,1
02/03/2020 16:29:21,exit,C,1
02/03/2020 16:29:26,exit,N,1
02/03/2020 16:32:53,exit,C,1
02/03/2020 16:34:19,exit,C,1
02/03/2020 16:34:28,exit,C,1
02/03/2020 16:36:24,entry,C,1
02/03/2020 16:38:21,exit,C,1
02/03/2020 16:38:34,exit,C,1
02/03/2020 16:39:01,exit,C,0
02/03/2020 16:39:36,exit,C,1
02/03/2020 16:42:05,exit,C,0
02/03/2020 16:47:15,exit,S,1
02/03/2020 16:47:33,entry,N,1
02/03/2020 16:48:32,entry,N,1
02/03/2020 16:49:22,entry,S,1
02/03/2020 16:50:51,exit,S,1
02/03/2020 16:51:11,exit,S,1
02/03/2020 16:51:23,entry,C,1
02/03/2020 16:53:55,entry,C,1
02/03/2020 16:54:18,exit,S,0
02/03/2020 16:55:15,exit,C,0
02/03/2020 16:56:24,entry,S,1
02/03/2020 16:58:12,exit,C,1
02/03/2020 16:59:45,exit,S,1
02/03/2020 16:59:48,exit,N,1
02/03/2020 17:00:08,exit,C,1
02/03/2020 17:00:13,exit,C,1
02/03/2020 17:01:58,entry,C,1
02/03/2020 17:03:48,exit,C,1
02/03/2020 17:04:26,exit,C,1
02/03/2020 17:06:06,entry,N,1
02/03/2020 17:06:07,entry,C,1
02/03/2020 17:06:26,exit,S,1
02/03/2020 17:08:41,exit,C,1
02/03/2020 17:09:08,exit,C,0
02/03/2020 17:11:48,exit,S,1
02/03/2020 17:12:39,exit,C,1
02/03/2020 17:17:22,exit,C,0
02/03/2020 17:17:29,exit,C,0
02/03/2020 17:17:50,exit,S,1
02/03/2020 17:18:16,exit,C,1
02/03/2020 17:19:52,exit,C,1
02/03/2020 17:20:55,exit,N,1
02/03/2020 17:21:30,entry,C,1
02/03/2020 17:22:04,exit,C,1
02/03/2020 17:22:25,entry,S,1
02/03/2020 17:23:05,entry,S,1
02/03/2020 17:23:28,exit,S,1
02/03/2020 17:23:31,exit,C,1
02/03/2020 17:23:32,exit,S,1
02/03/2020 17:23:48,entry,C,1
02/03/2020 17:24:40,entry,S,1
02/03/2020 17:24:58,exit,S,1
02/03/2020 17:26:02,exit,C,1
02/03/2020 17:27:15,exit,C,1
02/03/2020 17:28:25,exit,C,0
02/03/2020 17:29:57,exit,C,1
02/03/2020 17:30:04,exit,S,1
02/03/2020 17:31:54,exit,S,1
02/03/2020 17:32:05,exit,S,1
02/03/2020 17:32:24,entry,C,1
02/03/2020 17:35:60,exit,C,1
02/03/2020 17:36:35,exit,S,1
02/03/2020 17:36:59,exit,C,0
02/03/2020 17:37:15,exit,S,1
02/03/2020 17:37:38,exit,S,1
02/03/2020 17:38:03,entry,S,1
02/03/2020 17:38:18,exit,C,1
02/03/2020 17:41:53,exit,S,1
02/03/2020 17:44:53,exit,S,1
02/03/2020 17:47:46,exit,S,1
02/03/2020 17:48:56,exit,C,0
02/03/2020 17:49:59,exit,N,0
02/03/2020 17:52:56,exit,C,0
02/03/2020 17:54:44,exit,C,1
02/03/2020 17:57:26,entry,S,1
02/03/2020 17:59:41,exit,C,1
02/03/2020 18:00:27,exit,C,1
02/03/2020 18:01:03,exit,C,1
02/03/2020 18:01:21,exit,S,1
02/03/2020 18:01:36,exit,C,1
02/03/2020 18:02:07,exit,C,1
02/03/2020 18:02:41,exit,S,0
02/03/2020 18:03:19,entry,N,1
02/03/2020 18:03:25,exit,C,1
02/03/2020 18:06:12,exit,N,1
02/03/2020 18:06:34,exit,C,1
02/03/2020 18:07:06,exit,C,1
02/03/2020 18:07:38,exit,C,1
02/03/2020 18:07:43,exit,C,1
02/03/2020 18:07:52,exit,C,1
02/03/2020 18:10:19,exit,N,1
02/03/2020 18:11:45,exit,S,1
02/03/2020 18:12:29,entry,C,1
02/03/2020 18:12:32,exit,S,1
02/03/2020 18:12:43,exit,S,1
02/03/2020 18:15:44,exit,C,1
02/03/2020 18:22:04,exit,S,1
02/03/2020 18:22:15,exit,C,1
02/03/2020 18:22:29,exit,N,1
02/03/2020 18:23:13,exit,S,1
02/03/2020 18:24:60,exit,C,1
02/03/2020 18:25:04,exit,N,1
02/03/2020 18:25:26,exit,C,1
02/03/2020 18:26:02,exit,S,0
02/03/2020 18:27:21,exit,N,1
02/03/2020 18:28:33,exit,C,1
02/03/2020 18:28:39,exit,N,1
02/03/2020 18:29:29,entry,C,1
02/03/2020 18:29:55,exit,C,1
02/03/2020 18:31:22,exit,C,1
02/03/2020 18:32:52,exit,C,1
02/03/2020 18:33:20,exit,S,1
02/03/2020 18:34:60,exit,C,1
02/03/2020 18:35:18,exit,S,1
02/03/2020 18:36:35,exit,N,0
02/03/2020 18:36:42,exit,S,1
02/03/2020 18:36:56,exit,N,1
02/03/2020 18:37:38,exit,N,1
02/03/2020 18:37:40,exit,S,1
02/03/2020 18:40:15,entry,S,0
02/03/2020 18:41:45,exit,N,0
02/03/2020 18:41:46,exit,S,1
02/03/2020 18:45:27,exit,S,1
02/03/2020 18:47:54,exit,C,1
02/03/2020 18:50:36,exit,C,0
02/03/2020 18:51:46,entry,C,1
02/03/2020 18:52:21,exit,S,1
02/03/2020 18:52:36,exit,C,1
02/03/2020 18:53:30,exit,C,1
02/03/2020 18:53:36,exit,C,0
