################################################################################
# This file contains a transactional data dump of students entering and leaving
# at the University Road drop-off gate. That is, the entrance closest to the
# Engineering buildings. There are three turnstiles. The first is North,
# denoted with 'N', and is closest to the Mineral Sciences Building. The second 
# is in the centre, denoted with 'C', and closest to the Mining Engineering
# Study Centre. The third is South, denoted by 'S', and is closest to the
# Engineering 2 Building.
#
# The time stamp indicates the time of day first in the compact format HHMMSS
# and then the date as day/month/year. There is a variable indicating whether
# this is an 'entry' into the campus or an 'exit' leaving the campus. The
# 'success' variable indicates a '1' if the transaction was completed with only
# one tap of the student card, and '0' if two or more taps were required.
#
# The final variable indicates the system's estimate for the entry or exit
# transaction duration (in seconds). That is the time from when a student's
# card is first tapped until the turnstile is activated and locked again behind 
# the student. 
################################################################################


date,type,turnstile,success,duration
075803 02/03/2020,entry,C,1,6.58
075847 02/03/2020,entry,S,1,7.56
080005 02/03/2020,entry,C,0,6.33
080033 02/03/2020,exit,S,1,5.51
080055 02/03/2020,entry,C,1,6.32
080237 02/03/2020,exit,C,1,6.92
080238 02/03/2020,entry,S,1,4.85
080243 02/03/2020,entry,S,1,6.32
080244 02/03/2020,entry,C,1,7.67
080438 02/03/2020,entry,C,1,8.05
080616 02/03/2020,entry,S,1,6.88
080626 02/03/2020,entry,C,1,6.22
080628 02/03/2020,entry,S,1,7.9
080748 02/03/2020,exit,S,1,6.35
080817 02/03/2020,entry,C,1,6.98
080921 02/03/2020,entry,C,1,6.61
081103 02/03/2020,entry,S,1,6.54
081109 02/03/2020,exit,C,1,6.98
081144 02/03/2020,entry,S,0,6.77
081254 02/03/2020,entry,N,1,7.14
081716 02/03/2020,entry,S,1,5.61
081847 02/03/2020,entry,N,1,6.15
082025 02/03/2020,entry,C,1,7.17
082120 02/03/2020,entry,C,1,6.59
082356 02/03/2020,entry,C,1,4.87
082415 02/03/2020,entry,S,1,7.8
082437 02/03/2020,entry,S,1,7.19
082641 02/03/2020,entry,C,1,7.13
082660 02/03/2020,entry,S,1,6.89
082759 02/03/2020,entry,S,1,6.76
082833 02/03/2020,entry,S,1,7.43
083040 02/03/2020,entry,C,1,5.41
083124 02/03/2020,entry,S,1,7.12
083145 02/03/2020,entry,C,1,6.05
083204 02/03/2020,entry,C,1,6.64
083207 02/03/2020,entry,C,1,7.11
083512 02/03/2020,entry,S,1,5.51
083535 02/03/2020,entry,C,1,7.19
083601 02/03/2020,entry,N,1,7.7
083622 02/03/2020,entry,S,1,6.03
083623 02/03/2020,entry,S,1,7.24
083701 02/03/2020,entry,C,1,7.48
083727 02/03/2020,entry,S,1,6.46
083808 02/03/2020,entry,S,1,5.65
083908 02/03/2020,entry,C,1,6.27
084214 02/03/2020,entry,N,1,6.69
084308 02/03/2020,entry,C,1,6.47
084339 02/03/2020,entry,N,1,5.22
084433 02/03/2020,entry,C,1,6.98
084519 02/03/2020,exit,C,1,7.86
084650 02/03/2020,entry,C,1,6.48
085205 02/03/2020,entry,S,1,6.09
085246 02/03/2020,entry,C,1,6.43
085327 02/03/2020,entry,S,1,7.74
085402 02/03/2020,entry,C,1,6.3
085408 02/03/2020,entry,C,1,5.61
085442 02/03/2020,entry,S,0,5.95
085627 02/03/2020,exit,C,0,5.99
085709 02/03/2020,entry,C,0,6.32
085755 02/03/2020,entry,S,1,6.41
085757 02/03/2020,entry,C,0,5.99
085821 02/03/2020,entry,C,1,5.67
085837 02/03/2020,entry,C,1,6.93
085843 02/03/2020,entry,C,0,6.43
085921 02/03/2020,exit,S,1,6.36
085929 02/03/2020,entry,S,1,6.29
090024 02/03/2020,entry,C,1,6.99
090156 02/03/2020,entry,S,1,6.52
090331 02/03/2020,entry,C,1,6.07
090409 02/03/2020,entry,S,1,6.88
090411 02/03/2020,entry,C,1,6.52
090412 02/03/2020,entry,N,1,5.39
090448 02/03/2020,entry,N,0,7.1
090501 02/03/2020,entry,S,1,7.31
090529 02/03/2020,entry,C,1,7.15
090703 02/03/2020,entry,S,1,6.48
090730 02/03/2020,entry,S,0,6.33
090735 02/03/2020,entry,C,1,5.89
090800 02/03/2020,entry,N,1,5.84
090906 02/03/2020,entry,N,1,6.51
091006 02/03/2020,entry,S,1,5.86
091146 02/03/2020,exit,N,1,6.7
091155 02/03/2020,exit,C,1,6.82
091157 02/03/2020,exit,C,1,6.7
091543 02/03/2020,exit,N,1,7.93
091551 02/03/2020,entry,S,1,7.64
091637 02/03/2020,exit,S,0,6.01
091656 02/03/2020,entry,C,1,7.15
091716 02/03/2020,entry,C,1,6.33
091757 02/03/2020,exit,C,1,6.71
091818 02/03/2020,entry,N,1,7.19
091821 02/03/2020,entry,S,1,5.89
091919 02/03/2020,exit,S,1,6.92
092016 02/03/2020,entry,C,1,7.29
092032 02/03/2020,entry,N,0,5.52
092122 02/03/2020,entry,C,1,6.9
092227 02/03/2020,exit,N,1,7.28
092341 02/03/2020,entry,S,1,6.15
092341 02/03/2020,exit,S,1,5.95
092405 02/03/2020,exit,C,0,5.74
092514 02/03/2020,exit,C,1,7.49
092519 02/03/2020,entry,C,1,6.62
092601 02/03/2020,entry,C,1,7.41
092640 02/03/2020,entry,C,0,8.17
092809 02/03/2020,entry,S,1,5.75
092816 02/03/2020,entry,S,1,7.22
093001 02/03/2020,entry,C,1,5.92
093215 02/03/2020,entry,C,1,7.13
093333 02/03/2020,exit,S,1,7.21
093705 02/03/2020,entry,C,1,6.48
093714 02/03/2020,entry,C,1,7.45
093725 02/03/2020,exit,C,1,5.55
093746 02/03/2020,exit,S,1,5.78
093757 02/03/2020,entry,S,1,6.94
094101 02/03/2020,entry,C,1,5.84
094114 02/03/2020,exit,N,1,4.73
094227 02/03/2020,exit,S,1,7.43
094256 02/03/2020,exit,C,1,6.8
094323 02/03/2020,entry,C,1,7.65
094415 02/03/2020,exit,N,1,5.93
094618 02/03/2020,entry,N,1,7.13
094723 02/03/2020,entry,N,1,7.62
094856 02/03/2020,entry,S,1,6.29
094940 02/03/2020,entry,C,0,5.86
095021 02/03/2020,entry,C,1,6.91
095050 02/03/2020,exit,C,1,8.31
095112 02/03/2020,entry,C,1,5.21
095210 02/03/2020,entry,N,1,6.7
095226 02/03/2020,exit,C,1,5.94
095406 02/03/2020,entry,S,1,4.63
095438 02/03/2020,entry,C,1,7.07
095503 02/03/2020,entry,C,1,6.45
095604 02/03/2020,entry,N,1,6.24
095639 02/03/2020,exit,C,1,7.22
095651 02/03/2020,entry,S,1,6.07
095716 02/03/2020,entry,S,1,6.49
095748 02/03/2020,entry,C,1,6.01
095812 02/03/2020,entry,S,1,6.4
095814 02/03/2020,entry,C,1,7.18
095925 02/03/2020,entry,N,0,7.66
095942 02/03/2020,entry,S,1,6.56
100135 02/03/2020,entry,S,1,5.51
100225 02/03/2020,exit,C,1,7.11
100329 02/03/2020,exit,S,1,7.56
100334 02/03/2020,entry,N,1,6.59
100338 02/03/2020,exit,S,1,8.56
100416 02/03/2020,entry,C,1,6.43
100527 02/03/2020,exit,C,1,6.54
100529 02/03/2020,entry,S,1,7.85
100534 02/03/2020,entry,S,0,7.21
100658 02/03/2020,exit,S,1,5.52
100731 02/03/2020,entry,C,1,7.41
100750 02/03/2020,exit,S,0,7.1
100751 02/03/2020,exit,C,1,6.74
100804 02/03/2020,entry,C,1,7.09
100809 02/03/2020,entry,N,1,6.06
101017 02/03/2020,entry,N,1,5.98
101341 02/03/2020,exit,S,0,7.34
101418 02/03/2020,exit,S,1,8.15
101557 02/03/2020,exit,C,1,6.39
101641 02/03/2020,entry,N,1,7.52
101729 02/03/2020,exit,C,0,5.92
101736 02/03/2020,exit,C,1,6.63
101835 02/03/2020,exit,C,1,5.08
101854 02/03/2020,exit,S,1,6.25
101856 02/03/2020,entry,N,1,7.43
101930 02/03/2020,entry,C,0,7.09
102025 02/03/2020,entry,N,1,6.51
102044 02/03/2020,entry,C,1,6.58
102048 02/03/2020,entry,C,1,6.89
102057 02/03/2020,entry,N,1,5.76
102121 02/03/2020,entry,S,0,5.55
102123 02/03/2020,exit,C,1,6.85
102224 02/03/2020,entry,C,1,5.81
102334 02/03/2020,exit,S,1,5.84
102553 02/03/2020,entry,C,1,6.21
102609 02/03/2020,exit,S,1,6.55
102615 02/03/2020,exit,C,1,8.21
102724 02/03/2020,exit,S,1,7.68
103248 02/03/2020,entry,S,1,8.44
103317 02/03/2020,exit,C,1,7.62
103321 02/03/2020,entry,C,1,5.71
103413 02/03/2020,exit,N,0,6.58
103453 02/03/2020,exit,S,1,8.21
103523 02/03/2020,exit,C,1,5.47
103723 02/03/2020,entry,S,1,6.54
103830 02/03/2020,entry,S,1,6.97
103931 02/03/2020,exit,S,1,7.52
104035 02/03/2020,entry,C,1,6.23
104418 02/03/2020,entry,C,1,5.81
104439 02/03/2020,entry,C,0,7.19
104932 02/03/2020,exit,S,1,5.47
105157 02/03/2020,exit,S,1,6.41
105206 02/03/2020,entry,C,1,5.6
105552 02/03/2020,entry,S,1,5.21
105559 02/03/2020,exit,C,1,5.8
105611 02/03/2020,entry,S,1,6.37
105760 02/03/2020,entry,N,1,6.64
105802 02/03/2020,exit,S,1,6.29
110007 02/03/2020,entry,N,1,7.05
110116 02/03/2020,exit,S,1,7.05
110126 02/03/2020,exit,S,1,6.38
110310 02/03/2020,exit,S,1,5.04
110411 02/03/2020,entry,C,1,6.46
110518 02/03/2020,exit,C,1,6
110544 02/03/2020,exit,S,1,7.7
110643 02/03/2020,entry,C,1,5.83
111007 02/03/2020,exit,C,1,5.87
111052 02/03/2020,exit,S,1,6.75
111234 02/03/2020,exit,C,1,6.88
111304 02/03/2020,exit,S,1,6.38
111349 02/03/2020,exit,C,0,6.19
111441 02/03/2020,entry,C,1,6.31
111735 02/03/2020,entry,S,1,6.16
111924 02/03/2020,exit,C,1,7.39
112126 02/03/2020,exit,C,1,6.75
112154 02/03/2020,entry,C,1,5.9
112207 02/03/2020,exit,C,1,7.44
112221 02/03/2020,entry,S,0,5.7
112342 02/03/2020,entry,N,1,6.83
112348 02/03/2020,exit,C,0,6.91
112430 02/03/2020,exit,C,0,6.85
112447 02/03/2020,exit,C,1,7.44
112554 02/03/2020,exit,C,1,6.15
112560 02/03/2020,exit,S,1,5.32
112638 02/03/2020,exit,C,1,6.69
112709 02/03/2020,exit,S,1,6.78
112829 02/03/2020,entry,S,1,6.54
112910 02/03/2020,entry,C,0,5.2
113015 02/03/2020,entry,S,1,7.22
113152 02/03/2020,entry,C,1,5.45
113307 02/03/2020,exit,N,1,6.13
113544 02/03/2020,entry,C,1,8.65
113821 02/03/2020,entry,S,1,6.03
113836 02/03/2020,exit,C,1,6.76
113841 02/03/2020,exit,S,1,5.81
113917 02/03/2020,entry,S,1,6.76
113941 02/03/2020,entry,C,1,4.77
114011 02/03/2020,exit,N,0,6.76
114053 02/03/2020,entry,N,1,4.92
114133 02/03/2020,entry,N,1,6.23
114204 02/03/2020,exit,C,1,7.65
114359 02/03/2020,exit,S,1,5.73
114433 02/03/2020,entry,S,1,6.99
114458 02/03/2020,exit,C,0,6.21
114539 02/03/2020,exit,N,1,6.74
114759 02/03/2020,exit,C,1,7.1
115052 02/03/2020,exit,S,0,6.5
115114 02/03/2020,exit,C,1,7.22
115320 02/03/2020,exit,N,1,7.87
115357 02/03/2020,entry,S,1,6.53
115648 02/03/2020,entry,N,1,6.34
115727 02/03/2020,entry,C,1,7.96
115815 02/03/2020,entry,S,1,6.99
120318 02/03/2020,exit,S,1,6.99
120324 02/03/2020,exit,S,1,6.46
120356 02/03/2020,exit,S,1,6.32
120411 02/03/2020,exit,C,1,7.32
120412 02/03/2020,exit,S,1,6.28
120524 02/03/2020,exit,C,0,6.8
120624 02/03/2020,entry,N,1,6.09
120729 02/03/2020,entry,C,1,7.12
120819 02/03/2020,entry,C,1,6.98
120945 02/03/2020,entry,C,1,7.49
121502 02/03/2020,entry,N,1,6.65
121514 02/03/2020,entry,C,1,7.2
121620 02/03/2020,entry,N,1,5.24
121646 02/03/2020,entry,N,1,6.46
121755 02/03/2020,entry,S,1,7.47
122032 02/03/2020,entry,C,1,5.58
122053 02/03/2020,entry,C,1,6.33
122149 02/03/2020,entry,C,1,6.69
122211 02/03/2020,entry,N,1,6.66
122243 02/03/2020,entry,S,1,7.59
122256 02/03/2020,exit,S,0,7.07
122402 02/03/2020,entry,S,1,6.58
122431 02/03/2020,entry,C,1,5.21
122509 02/03/2020,entry,C,1,7.35
122542 02/03/2020,entry,C,1,7.59
122613 02/03/2020,entry,C,1,6.07
122653 02/03/2020,entry,C,1,6.81
122806 02/03/2020,entry,C,1,7.05
122831 02/03/2020,exit,N,1,8.46
122853 02/03/2020,entry,C,0,6.12
122912 02/03/2020,exit,C,0,6.69
123006 02/03/2020,exit,S,1,5.68
123144 02/03/2020,entry,N,1,5.99
123201 02/03/2020,entry,N,1,6.56
123204 02/03/2020,exit,S,1,7.55
123244 02/03/2020,entry,C,1,5.26
123307 02/03/2020,exit,N,1,7.49
123407 02/03/2020,entry,N,1,6.26
123533 02/03/2020,exit,N,1,6.75
123545 02/03/2020,entry,C,1,5.91
123556 02/03/2020,entry,S,1,4.86
123619 02/03/2020,exit,N,1,5.66
123622 02/03/2020,exit,S,1,7.1
123835 02/03/2020,entry,S,1,5.94
123943 02/03/2020,exit,C,1,5.67
124039 02/03/2020,entry,C,1,6.01
124103 02/03/2020,entry,C,1,6.49
124153 02/03/2020,entry,C,1,6.51
124417 02/03/2020,entry,S,1,5.66
124527 02/03/2020,entry,S,1,6.32
124755 02/03/2020,entry,C,1,7.24
124906 02/03/2020,entry,N,1,7.03
124926 02/03/2020,exit,S,1,5.51
125039 02/03/2020,exit,S,0,6.84
125510 02/03/2020,entry,S,1,7.45
125550 02/03/2020,exit,C,1,6.9
125656 02/03/2020,entry,S,1,6.59
125843 02/03/2020,entry,S,1,5.86
125923 02/03/2020,exit,C,1,4.64
130006 02/03/2020,entry,C,1,5.44
130011 02/03/2020,entry,S,1,6.39
130021 02/03/2020,exit,C,1,6.55
130106 02/03/2020,entry,C,1,5.67
130127 02/03/2020,entry,C,1,6.91
130154 02/03/2020,exit,C,1,5.42
130211 02/03/2020,exit,N,1,6.31
130229 02/03/2020,exit,S,1,5.69
130305 02/03/2020,exit,C,1,6.5
130411 02/03/2020,entry,N,1,5.72
130433 02/03/2020,entry,C,1,5.78
130514 02/03/2020,entry,S,1,5.91
130517 02/03/2020,entry,N,1,8.46
130550 02/03/2020,exit,C,1,6.34
130645 02/03/2020,entry,C,1,5.46
130806 02/03/2020,entry,C,1,6.45
130828 02/03/2020,entry,C,1,6.53
130913 02/03/2020,entry,C,1,6.32
130937 02/03/2020,entry,C,1,6.91
131104 02/03/2020,exit,C,1,6.86
131328 02/03/2020,exit,S,1,6.22
131353 02/03/2020,entry,S,1,6.4
131355 02/03/2020,entry,C,1,6.09
131452 02/03/2020,exit,C,1,6.59
131602 02/03/2020,entry,S,1,7.37
131607 02/03/2020,entry,C,1,7
131730 02/03/2020,exit,N,1,5.45
131736 02/03/2020,exit,N,1,5.69
131848 02/03/2020,exit,C,1,6.56
131949 02/03/2020,exit,S,1,7.86
132010 02/03/2020,exit,N,1,7.25
132120 02/03/2020,exit,C,0,7.28
132234 02/03/2020,entry,S,1,6.47
132259 02/03/2020,entry,C,1,6.61
132303 02/03/2020,exit,S,1,6.23
132315 02/03/2020,exit,N,1,8.18
132355 02/03/2020,exit,S,1,6.87
132516 02/03/2020,entry,S,1,6.67
132537 02/03/2020,exit,N,1,4.76
132538 02/03/2020,exit,C,1,7.17
132623 02/03/2020,exit,S,1,4.9
132648 02/03/2020,entry,C,1,5.61
132949 02/03/2020,exit,C,1,5.75
133003 02/03/2020,entry,C,1,5.84
133038 02/03/2020,entry,C,1,7.18
133040 02/03/2020,entry,S,0,5.82
133117 02/03/2020,exit,S,1,7.01
133228 02/03/2020,exit,S,1,5.5
133306 02/03/2020,exit,N,1,5.84
133328 02/03/2020,entry,C,1,6.12
133433 02/03/2020,entry,C,1,5.83
133507 02/03/2020,entry,C,1,5.48
133521 02/03/2020,entry,C,1,6.97
133548 02/03/2020,exit,S,1,8.01
133627 02/03/2020,exit,C,1,6.94
133724 02/03/2020,exit,C,1,6.51
133950 02/03/2020,exit,C,1,6.67
134039 02/03/2020,entry,N,1,7.48
134141 02/03/2020,exit,S,1,6.77
134205 02/03/2020,entry,C,1,6.04
134205 02/03/2020,exit,C,1,6.49
134710 02/03/2020,entry,C,1,7.26
135202 02/03/2020,exit,S,0,5.65
135229 02/03/2020,entry,C,1,7.54
135318 02/03/2020,exit,S,1,6.91
135336 02/03/2020,entry,C,1,7.21
135357 02/03/2020,entry,S,1,4.86
135443 02/03/2020,exit,C,1,6.33
135455 02/03/2020,exit,C,1,7.51
135508 02/03/2020,entry,C,1,5.93
135511 02/03/2020,exit,S,1,7.28
135632 02/03/2020,exit,C,1,6.12
135637 02/03/2020,entry,S,1,7.37
135645 02/03/2020,entry,C,1,6.26
135647 02/03/2020,exit,S,1,7.61
135658 02/03/2020,exit,C,1,7.5
135709 02/03/2020,exit,N,1,6.87
135746 02/03/2020,entry,C,1,5.71
135749 02/03/2020,entry,S,1,6.36
135905 02/03/2020,exit,C,0,5.02
135936 02/03/2020,entry,S,1,6.56
135943 02/03/2020,entry,S,1,5.67
140211 02/03/2020,entry,S,1,7.4
140248 02/03/2020,entry,C,1,4.96
140509 02/03/2020,exit,S,1,5.97
141109 02/03/2020,entry,C,1,6.22
141310 02/03/2020,entry,C,1,6.82
141519 02/03/2020,entry,C,1,5.57
141606 02/03/2020,entry,N,1,6.48
141715 02/03/2020,exit,N,1,6.35
141746 02/03/2020,entry,S,1,8.1
141800 02/03/2020,entry,C,1,5.66
142034 02/03/2020,exit,N,1,6.24
142456 02/03/2020,entry,S,1,6.58
142626 02/03/2020,exit,C,1,7.54
142645 02/03/2020,entry,S,1,6
142652 02/03/2020,entry,C,1,7.6
142708 02/03/2020,entry,C,1,5.52
143145 02/03/2020,entry,S,1,6.33
143515 02/03/2020,exit,C,1,7.11
143540 02/03/2020,entry,S,1,6.87
143608 02/03/2020,exit,C,0,5.61
143656 02/03/2020,entry,C,1,5.62
143855 02/03/2020,entry,N,1,7.84
143925 02/03/2020,entry,C,0,6.39
143953 02/03/2020,entry,S,1,5.78
144213 02/03/2020,exit,N,0,7.45
144505 02/03/2020,entry,S,1,7.43
144727 02/03/2020,entry,C,1,7.08
144736 02/03/2020,exit,C,1,7.28
144911 02/03/2020,exit,C,1,5.63
145044 02/03/2020,exit,C,1,7.21
145313 02/03/2020,entry,C,1,6.9
145451 02/03/2020,entry,C,1,7.81
145452 02/03/2020,entry,C,1,6.33
145757 02/03/2020,entry,C,1,5.95
145912 02/03/2020,entry,N,1,5.65
150018 02/03/2020,entry,C,1,5.91
150347 02/03/2020,exit,S,1,6.55
150552 02/03/2020,entry,C,1,7.54
150654 02/03/2020,exit,S,1,7.4
150721 02/03/2020,entry,C,0,5.85
150754 02/03/2020,exit,C,1,6.79
150847 02/03/2020,entry,C,1,6.9
151017 02/03/2020,entry,C,1,6.22
151025 02/03/2020,exit,S,1,6.37
151100 02/03/2020,exit,C,1,5.93
151114 02/03/2020,exit,C,1,5.39
151325 02/03/2020,exit,C,1,5.62
151337 02/03/2020,entry,S,1,7.21
151407 02/03/2020,exit,S,1,6.26
151614 02/03/2020,exit,C,1,4.62
152038 02/03/2020,exit,S,1,7.25
152252 02/03/2020,exit,N,1,6.5
152301 02/03/2020,exit,S,0,6.72
152652 02/03/2020,exit,S,1,5.67
152716 02/03/2020,exit,C,1,6.16
153051 02/03/2020,exit,C,1,6.59
153351 02/03/2020,entry,C,1,7.4
153551 02/03/2020,exit,C,1,6.64
153607 02/03/2020,entry,S,1,7.2
153843 02/03/2020,entry,S,1,6.14
153904 02/03/2020,exit,S,1,5.87
154106 02/03/2020,exit,S,1,5.88
154216 02/03/2020,exit,N,1,7.42
154217 02/03/2020,exit,C,1,6.06
154325 02/03/2020,exit,S,0,5.4
154508 02/03/2020,exit,C,1,5.42
154725 02/03/2020,exit,C,1,4.35
155016 02/03/2020,exit,S,0,4.15
155045 02/03/2020,exit,C,1,6.17
155343 02/03/2020,exit,C,1,6.6
155451 02/03/2020,entry,C,1,7.87
155624 02/03/2020,exit,C,1,6.64
155818 02/03/2020,entry,C,1,6.45
155830 02/03/2020,entry,N,1,5.17
155938 02/03/2020,entry,N,1,6.55
160013 02/03/2020,entry,S,1,6.31
160034 02/03/2020,exit,C,0,6.71
160114 02/03/2020,entry,C,1,6.73
160150 02/03/2020,entry,C,1,6.46
160206 02/03/2020,exit,C,1,6.25
160239 02/03/2020,exit,S,1,7.12
160315 02/03/2020,exit,S,0,4.74
161020 02/03/2020,exit,C,1,6.61
161101 02/03/2020,exit,S,1,6.87
161322 02/03/2020,exit,C,1,6.59
161334 02/03/2020,exit,S,1,5.8
161512 02/03/2020,exit,N,1,7.23
161718 02/03/2020,exit,C,1,6.55
161720 02/03/2020,exit,S,1,7.62
161922 02/03/2020,exit,N,1,6
162037 02/03/2020,exit,S,1,5.49
162146 02/03/2020,exit,C,1,6.61
162533 02/03/2020,exit,N,1,7.13
162541 02/03/2020,exit,N,1,6.7
162653 02/03/2020,exit,C,1,6.12
162938 02/03/2020,exit,C,1,6.18
162939 02/03/2020,exit,N,1,7.46
163135 02/03/2020,exit,N,1,6.51
163455 02/03/2020,exit,C,0,6.87
163501 02/03/2020,entry,C,1,7.11
163806 02/03/2020,exit,C,1,6.68
163827 02/03/2020,exit,C,1,6.98
163906 02/03/2020,entry,C,1,6.94
163938 02/03/2020,entry,C,1,7.52
164040 02/03/2020,exit,S,1,6.8
164050 02/03/2020,exit,C,1,6.16
164108 02/03/2020,exit,N,1,6.2
164130 02/03/2020,exit,C,1,7.62
164203 02/03/2020,exit,S,0,7.92
164318 02/03/2020,exit,C,1,7.38
164319 02/03/2020,exit,C,1,6.36
164557 02/03/2020,exit,S,1,6.08
164558 02/03/2020,exit,S,1,5.79
164624 02/03/2020,exit,C,0,5.04
164709 02/03/2020,exit,C,1,5.24
165139 02/03/2020,exit,C,0,4.95
165556 02/03/2020,exit,S,1,5.81
165624 02/03/2020,exit,S,1,7.58
165704 02/03/2020,exit,N,1,6.65
165749 02/03/2020,entry,C,1,5.53
165813 02/03/2020,exit,C,1,7.35
170126 02/03/2020,exit,S,1,5.78
170226 02/03/2020,exit,C,1,5.99
170254 02/03/2020,exit,C,1,6.43
170258 02/03/2020,exit,C,1,5.91
170415 02/03/2020,exit,S,1,6.65
170444 02/03/2020,exit,S,0,6.71
170513 02/03/2020,exit,C,1,5.25
170559 02/03/2020,exit,C,1,7.83
170723 02/03/2020,entry,C,1,7.25
170745 02/03/2020,exit,N,1,6.78
170813 02/03/2020,exit,S,1,6.56
171206 02/03/2020,exit,S,1,5.67
171333 02/03/2020,exit,S,1,6.59
171349 02/03/2020,exit,C,1,6.07
171402 02/03/2020,exit,S,1,6.83
171424 02/03/2020,exit,C,1,6.94
171554 02/03/2020,exit,C,1,5.6
171641 02/03/2020,exit,C,1,6.24
171745 02/03/2020,exit,C,0,8.22
172027 02/03/2020,exit,C,1,6.58
172233 02/03/2020,exit,C,1,7.67
172239 02/03/2020,exit,S,1,7.02
172303 02/03/2020,entry,S,1,7.59
172328 02/03/2020,exit,S,1,6.7
172352 02/03/2020,exit,C,1,7.49
172408 02/03/2020,entry,S,1,7.1
172822 02/03/2020,exit,N,0,7.41
172857 02/03/2020,exit,C,1,6.78
173040 02/03/2020,exit,C,1,6.67
173217 02/03/2020,entry,N,1,6.92
173219 02/03/2020,exit,C,1,7.79
173237 02/03/2020,exit,S,1,5.87
173241 02/03/2020,exit,S,1,8.44
173345 02/03/2020,exit,S,1,7.42
173555 02/03/2020,exit,C,1,5.47
173720 02/03/2020,exit,C,1,6.74
173725 02/03/2020,exit,C,1,7
173842 02/03/2020,exit,N,0,6.72
173855 02/03/2020,exit,N,1,5.54
174112 02/03/2020,exit,C,1,7.16
174132 02/03/2020,exit,S,1,6.54
174253 02/03/2020,entry,N,0,7.79
174315 02/03/2020,exit,N,1,6.04
174318 02/03/2020,entry,S,1,6.26
174331 02/03/2020,exit,C,1,6.72
174428 02/03/2020,entry,C,1,7.36
174451 02/03/2020,exit,S,1,6.53
174559 02/03/2020,exit,S,0,5.3
174906 02/03/2020,exit,S,1,5.75
175006 02/03/2020,exit,C,1,7.04
175013 02/03/2020,exit,C,1,6.33
175040 02/03/2020,exit,C,1,7.42
175117 02/03/2020,exit,C,1,5.95
175319 02/03/2020,exit,C,1,5.6
175659 02/03/2020,exit,N,0,6.17
175818 02/03/2020,entry,S,1,7.76
175844 02/03/2020,exit,S,1,6.17
175900 02/03/2020,exit,C,1,6.93
175912 02/03/2020,entry,S,0,5.52
180045 02/03/2020,entry,S,1,6.62
180050 02/03/2020,exit,C,1,6.19
180101 02/03/2020,exit,C,0,5.76
180107 02/03/2020,exit,C,0,6.31
180139 02/03/2020,exit,N,1,5.47
180304 02/03/2020,exit,S,1,6.77
180401 02/03/2020,exit,S,1,6.51
180436 02/03/2020,exit,C,1,7.26
180626 02/03/2020,exit,C,0,6.15
180631 02/03/2020,exit,S,1,6.08
181034 02/03/2020,exit,C,1,7.06
181035 02/03/2020,exit,C,1,6.46
181041 02/03/2020,exit,N,1,6.04
181158 02/03/2020,exit,S,1,6.03
181225 02/03/2020,exit,N,1,5.77
181247 02/03/2020,exit,C,1,4.91
181335 02/03/2020,exit,S,1,6.41
181348 02/03/2020,exit,N,1,5.58
181403 02/03/2020,exit,C,1,7.17
181654 02/03/2020,exit,N,1,6.48
181709 02/03/2020,entry,S,1,5.27
181907 02/03/2020,exit,S,1,6.7
182034 02/03/2020,exit,C,1,8.58
182045 02/03/2020,exit,C,1,6.4
182210 02/03/2020,exit,C,1,6.2
182237 02/03/2020,exit,S,1,6.68
182259 02/03/2020,exit,C,1,4.88
182316 02/03/2020,exit,C,1,6.04
182326 02/03/2020,exit,N,1,5.57
182516 02/03/2020,exit,S,0,5.79
182825 02/03/2020,exit,C,1,6.51
182838 02/03/2020,exit,N,1,4.79
182857 02/03/2020,exit,C,1,7.4
182936 02/03/2020,exit,N,0,5.21
182938 02/03/2020,exit,S,1,6.8
183232 02/03/2020,exit,C,1,6.31
183326 02/03/2020,exit,C,1,7.05
183341 02/03/2020,exit,C,0,5.26
183452 02/03/2020,exit,S,1,6.51
183524 02/03/2020,exit,C,1,6.71
183553 02/03/2020,exit,C,1,6.4
184009 02/03/2020,exit,C,1,6.67
184014 02/03/2020,exit,S,1,6.78
184038 02/03/2020,exit,C,1,6.72
184151 02/03/2020,exit,C,1,7.05
184216 02/03/2020,exit,N,1,4.75
184227 02/03/2020,exit,C,0,6.85
184406 02/03/2020,exit,S,1,5.54
184643 02/03/2020,exit,C,1,6.41
184851 02/03/2020,exit,C,1,7.47
184959 02/03/2020,exit,C,1,7.65
185114 02/03/2020,exit,C,1,6.21
185131 02/03/2020,exit,N,1,7.38
185251 02/03/2020,exit,C,1,5.99
185252 02/03/2020,exit,C,0,7.74
185446 02/03/2020,exit,C,1,5.73
185447 02/03/2020,exit,C,1,5.26
185509 02/03/2020,exit,S,0,6.42
185610 02/03/2020,exit,C,1,6.47
185707 02/03/2020,exit,C,1,7.64
185709 02/03/2020,exit,S,0,5.75
185818 02/03/2020,exit,S,1,6.09
190112 02/03/2020,exit,S,1,6.22
190515 02/03/2020,exit,C,1,6.45
190706 02/03/2020,exit,C,1,7
190818 02/03/2020,exit,S,0,6.86
191009 02/03/2020,exit,N,1,6.91
191244 02/03/2020,exit,C,1,6.33
191821 02/03/2020,exit,C,1,7.21
191835 02/03/2020,exit,C,1,5.76
192060 02/03/2020,exit,C,0,5.99
192202 02/03/2020,exit,C,1,6.79
192258 02/03/2020,exit,N,1,6.97
